hhid,clustnum,children16,pensioners,f_pensioners,members,maxeduc,meaneduc,percapita_exp,hh_exp,cm_16_exp
212002,212,3,0,0,5,6,4.2,6.416732947,8.026170859,6.3415489
212003,212,3,1,1,9,10,5.888888889,5.313269471,7.510494048,5.394256316
212004,212,3,0,0,12,9,5.083333333,5.139431904,7.624338553,5.281917837
212005,212,4,1,1,9,8,4,5.463193143,7.66041772,5.502311975
212006,212,0,2,1,2,4,4,6.551765753,7.244912933,6.621080471
212007,212,0,0,0,5,9,6.8,6.407087378,8.016525291,6.56803117
212008,212,0,1,1,1,0,0,6.381061287,6.381061287,6.381061287
212009,212,2,0,0,6,9,4.166666667,6.0806819,7.87244137,6.121122235
212010,212,6,0,0,9,4,1.444444444,5.045599538,7.242824115,5.00640813
212011,212,3,0,0,7,6,3.428571429,5.660286652,7.606196801,5.680137254
212012,212,0,2,1,3,10,3.333333333,6.955903833,8.054516122,7.065765062
212013,212,2,1,1,7,9,3.571428571,5.977313661,7.92322381,6.051726422
212014,212,1,0,0,4,3,1.75,6.208884965,7.595179327,6.241509669
212015,212,6,0,0,10,8,2.2,5.158483414,7.461068507,5.152614085
212016,212,2,1,0,9,9,4,6.180048898,8.377273475,6.304946891
213001,213,2,0,0,5,8,1.8,5.150548963,6.759986875,5.147403353
213002,213,11,1,1,21,10,4.238095238,5.931029982,8.97555242,6.02612216
213003,213,0,1,0,1,0,0,6.23873436,6.23873436,6.23873436
213004,213,2,0,0,4,10,4.75,6.334036415,7.720330776,6.271836655
213005,213,4,0,0,6,11,5.333333333,6.839579087,8.631338556,6.759841168
213006,213,4,0,0,7,5,2.142857143,6.434120022,8.380030172,6.402528052
213007,213,3,1,1,7,5,2.285714286,5.705712797,7.651622946,5.725563399
213008,213,4,1,1,12,10,3.25,5.584222749,8.069129399,5.693977802
213009,213,0,0,0,3,1,0.666666667,6.025920776,7.124533065,6.135782005
213010,213,7,1,1,15,9,3.466666667,6.239952122,8.948002324,6.322008665
213011,213,0,1,1,1,0,0,6.823956257,6.823956257,6.823956257
214001,214,6,2,1,13,11,5.076923077,5.653241383,8.21819074,5.72286089
214002,214,7,1,0,14,10,3.357142857,5.569100176,8.208157505,5.632176712
214003,214,6,1,1,12,6,2.666666667,5.112378935,7.597285585,5.160040404
214004,214,1,1,1,5,7,4.6,6.33383681,7.943274722,6.409001439
214005,214,5,0,0,15,10,5.466666667,5.476497669,8.18454787,5.608567078
214006,214,1,0,0,7,12,9.428571429,7.082866084,9.028776233,7.215363515
214007,214,3,1,0,10,10,2.2,5.754820838,8.057405931,5.859293599
214008,214,5,2,1,11,10,3.454545455,6.104122301,8.502017574,6.159596857
214009,214,5,1,1,12,8,3.416666667,6.144484822,8.629391471,6.222657687
214010,214,1,0,0,8,8,6.25,6.865417745,8.944859287,7.01879974
214011,214,0,1,1,3,6,4.666666667,6.571379054,7.669991342,6.681240282
214012,214,1,1,1,2,1,1,6.659428157,7.352575337,6.527913679
215001,215,5,0,0,8,11,6,6.899875626,8.979317168,6.863079436
215002,215,3,1,0,7,11,5.428571429,7.115983178,9.061893327,7.13583378
215003,215,2,1,1,7,6,4,5.909987895,7.855898044,5.984400657
215004,215,3,0,0,8,10,4.125,5.994344109,8.07378565,6.047623032
215005,215,1,0,0,3,4,3,6.260896656,7.359508945,6.232022273
215006,215,2,1,1,5,11,3.6,6.727267747,8.336705659,6.724122137
215007,215,1,1,1,4,10,6.25,7.28813272,8.674427081,7.320757424
215008,215,5,0,0,8,5,2.125,6.398764139,8.478205681,6.361967949
215009,215,3,0,0,9,10,6.444444444,6.111163302,8.30838788,6.192150148
215010,215,2,0,0,4,6,3.25,6.401959892,7.788254253,6.339760132
216001,216,6,1,1,13,10,3.846153846,6.148774627,8.713723984,6.218394134
216002,216,2,0,0,18,8,4.444444444,5.933699019,8.824070776,6.174075695
216003,216,5,0,0,11,5,1.545454545,4.50072376,6.898619033,4.556198316
216004,216,3,0,0,8,5,2.625,6.259833984,8.339275526,6.313112907
216005,216,3,0,0,7,9,4.571428571,5.756323092,7.702233241,5.776173694
216006,216,3,0,0,9,9,4.444444444,5.650094398,7.847318976,5.731081244
216007,216,2,0,0,4,5,3,6.590262998,7.97655736,6.528063238
216008,216,1,0,0,4,9,4,7.077597518,8.463891879,7.110222222
216009,216,2,0,0,5,7,4.2,6.890329526,8.499767438,6.887183916
216010,216,6,2,1,11,5,1.181818182,5.589673412,7.987568685,5.612417089
216011,216,7,1,0,16,10,2.9375,5.791844408,8.564433131,5.891060112
216012,216,0,0,0,4,6,4.5,6.814653952,8.200948313,6.953283388
216013,216,1,1,1,6,10,2,6.327406538,8.119166007,6.434544048
216014,216,4,0,0,6,2,0.833333333,6.164370306,7.956129775,6.084632388
216015,216,3,0,0,10,10,4.2,6.01249745,8.315082543,6.116970211
216016,216,2,1,1,6,9,3.666666667,5.970951055,7.762710524,6.01139139
216017,216,3,0,0,8,10,4.25,6.195055991,8.274497532,6.248334914
216018,216,4,1,1,8,7,3.5,5.856947158,7.9363887,5.864062116
216019,216,1,0,0,4,10,4.75,6.314249571,7.700543932,6.346874275
216020,216,4,1,0,9,10,4.333333333,5.605957836,7.803182413,5.645076668
216021,216,5,0,0,8,8,3.75,6.414020071,8.493461612,6.377223881
216022,216,2,0,0,4,6,3,6.469489581,7.855783942,6.407289821
216023,216,4,0,0,8,10,4.375,5.502010312,7.581451854,5.50912527
219001,219,5,0,0,10,10,3.4,6.40570566,8.708290753,6.435134973
219002,219,3,0,0,5,2,1,6.430837051,8.040274964,6.355653004
219003,219,3,0,0,9,3,1.111111111,6.336008803,8.53323338,6.416995649
219004,219,6,0,0,12,7,1.5,6.286129462,8.771036112,6.333790931
219005,219,5,1,1,20,5,2.15,6.494439908,9.490172181,6.688008403
219006,219,2,0,0,7,7,2.857142857,6.408726969,8.354637118,6.48313973
219007,219,1,0,0,4,6,4,6.442897106,7.829191467,6.47552181
219008,219,1,0,0,6,7,2.833333333,6.305343878,8.097103347,6.412481388
219009,219,3,0,0,6,3,1.166666667,6.350751521,8.14251099,6.329098272
219010,219,7,2,1,12,8,2.166666667,5.255980763,7.740887413,5.274131392
219011,219,2,0,0,3,0,0,6.09309936,7.191711649,5.944046724
219012,219,6,1,1,11,7,1.454545455,5.856239453,8.254134726,5.878983129
219013,219,5,0,0,7,1,0.285714286,5.794123459,7.740033608,5.71387099
219014,219,5,0,0,9,3,1.111111111,6.049915265,8.247139843,6.049027511
219015,219,7,0,0,11,3,0.818181818,6.062837502,8.460732775,6.05399899
219016,219,4,0,0,7,7,2.714285714,6.33667305,8.282583199,6.30508108
219017,219,6,1,1,12,8,1.916666667,5.520874468,8.005781117,5.568535936
219018,219,1,1,1,6,5,1.666666667,6.183388362,7.975147831,6.290525872
219019,219,1,2,1,3,0,0,6.037031153,7.135643442,6.00815677
219020,219,5,1,0,14,5,1.714285714,5.584109313,8.223166643,5.7001423
220002,220,7,0,0,9,7,1,5.449332035,7.646556613,5.373400833
220008,220,3,2,1,8,8,2.125,6.229519958,8.3089615,6.282798881
220013,220,6,0,0,12,4,1.083333333,5.664934039,8.149840688,5.712595507
220020,220,3,0,0,7,7,3.142857143,5.799346795,7.745256944,5.819197397
220025,220,1,1,1,3,6,2.333333333,6.402049092,7.50066138,6.373174709
220031,220,3,1,0,8,6,1.375,5.339396954,7.418838495,5.392675877
220037,220,6,2,2,14,3,1.214285714,4.532089991,7.171147321,4.621255311
220043,220,1,1,1,6,6,2.833333333,5.926213447,7.717972916,6.033350957
220049,220,2,0,0,4,3,1,6.483161537,7.869455898,6.420961777
220055,220,5,0,0,9,10,2.666666667,5.742204896,7.939429473,5.741317141
220056,220,8,1,1,13,6,2.076923077,5.24869437,7.813643727,5.263751718
220061,220,4,0,0,10,6,1.5,5.177260722,7.479845815,5.24342983
220067,220,3,1,0,14,8,4.142857143,4.456679025,7.095736354,4.628980333
221001,221,6,1,1,12,9,1.916666667,6.136446098,8.621352747,6.184107566
221002,221,3,0,0,7,11,4.857142857,5.146980461,7.09289061,5.166831063
221003,221,6,0,0,15,10,4.933333333,5.842322492,8.550372693,5.949038111
221004,221,3,0,0,5,8,2.4,5.683374931,7.292812843,5.608190884
221005,221,4,0,0,8,6,2.5,5.3246368,7.404078341,5.331751758
221006,221,1,2,1,5,10,5.4,6.909721297,8.51915921,6.984885927
221007,221,2,0,0,4,8,4.25,6.435465172,7.821759534,6.373265412
221008,221,4,0,0,6,5,2.166666667,6.340898675,8.132658144,6.261160757
221009,221,4,0,0,10,9,4.3,5.100668666,7.403253759,5.166837775
221010,221,0,0,0,1,0,0,6.011969009,6.011969009,6.011969009
221011,221,2,0,0,5,10,6.2,5.974002065,7.583439978,5.970856455
221012,221,3,1,1,7,10,4.571428571,6.495584296,8.441494445,6.515434898
221013,221,2,0,0,5,12,7.8,6.988965679,8.598403592,6.985820069
221014,221,3,1,0,5,8,3.4,6.241489873,7.850927786,6.166305827
221015,221,3,0,0,4,3,1.25,5.989775187,7.376069548,5.841796265
221016,221,4,0,0,8,7,3.375,5.419405939,7.498847481,5.426520897
222001,222,7,3,2,16,6,1.5625,6.139179342,8.911768064,6.238395045
222002,222,0,1,1,4,7,4,6.096401801,7.482696163,6.235031238
222003,222,4,1,1,9,8,2.444444444,5.736618024,7.933842601,5.775736856
222004,222,4,0,0,6,7,2.333333333,5.504942355,7.296701824,5.425204436
222005,222,4,0,0,7,9,3.857142857,6.339287962,8.285198111,6.307695991
222006,222,0,0,0,3,5,1.666666667,6.926097887,8.024710176,7.035959116
222007,222,0,2,2,7,6,1.857142857,5.743188803,7.689098952,5.937779818
222008,222,0,0,0,7,11,8.285714286,6.053050553,7.998960703,6.247641568
222009,222,2,0,0,8,10,6.75,6.488094501,8.567536043,6.590033923
222010,222,5,0,0,8,7,2,6.130664337,8.210105879,6.093868147
222011,222,9,0,0,14,10,3.428571429,6.564104529,9.203161859,6.5771682
222012,222,7,1,1,15,11,5.666666667,5.676610158,8.384660359,5.7586667
222013,222,3,0,0,12,10,6.083333333,5.674246254,8.159152904,5.816732187
222014,222,6,1,1,14,9,5.357142857,5.702370883,8.341428213,5.791536203
222015,222,5,0,0,7,2,0.571428571,6.087990114,8.033900263,6.007737644
222016,222,3,0,0,6,2,0.666666667,6.354065648,8.145825117,6.332412398
223001,223,0,0,0,8,10,1.625,5.59402306,7.673464602,5.801967214
223002,223,4,0,0,8,10,6.5,6.520966943,8.600408485,6.528081901
223003,223,2,0,0,9,5,1.333333333,5.454860724,7.652085301,5.579758718
223004,223,10,0,0,15,7,0.6,5.691107586,8.399157787,5.70299874
223005,223,2,0,0,4,11,5,6.9836961,8.369990461,6.92149634
223006,223,6,0,0,9,9,2.444444444,6.086512492,8.283737069,6.047321085
223007,223,4,1,1,11,9,3.727272727,5.682580335,8.080475608,5.772021187
223008,223,5,0,0,8,6,1.375,6.282199748,8.36164129,6.245403559
223009,223,5,0,0,10,4,0.5,6.053080729,8.355665822,6.082510042
223010,223,7,1,1,19,7,0.578947368,5.42874527,8.37318425,5.571020471
223011,223,1,0,0,3,5,3,6.739661798,7.838274086,6.710787415
223012,223,6,0,0,9,2,1,5.508911015,7.706135592,5.469719607
223013,223,4,0,0,9,1,0.222222222,5.983656833,8.18088141,6.022775665
223014,223,5,0,0,10,5,2.4,6.138913902,8.441498995,6.168343215
223015,223,4,0,0,6,1,0.166666667,5.740227386,7.531986855,5.660489467
223016,223,4,0,0,13,4,0.307692308,5.533709439,8.098658796,5.661413615
223017,223,7,2,1,15,7,0.8,5.639905078,8.347955279,5.72196162
223018,223,9,0,0,16,1,0.3125,5.436299683,8.208888405,5.490506008
224001,224,3,1,1,8,10,4.375,5.617486022,7.696927564,5.670764945
224002,224,4,0,0,8,10,5.375,5.73966917,7.819110712,5.746784128
224003,224,4,1,1,9,1,0.333333333,5.36955109,7.566775667,5.408669922
224004,224,3,0,0,9,8,2.777777778,5.74428742,7.941511997,5.825274265
224005,224,6,1,1,11,9,2.909090909,5.336856197,7.73475147,5.359599873
224006,224,5,0,0,8,7,3.375,5.953825263,8.033266804,5.917029073
224007,224,2,0,0,7,8,2.142857143,6.274362979,8.220273128,6.34877574
224008,224,8,0,0,19,10,2.105263158,5.762021212,8.706460191,5.884515397
224009,224,4,2,1,8,6,1.625,6.09170325,8.171144792,6.098818208
224010,224,3,0,0,8,9,5.125,6.031648185,8.111089727,6.084927108
224011,224,0,1,1,5,8,4.4,6.097079085,7.706516998,6.258022877
224012,224,1,0,0,3,4,1.333333333,6.873108267,7.971720556,6.844233884
224013,224,3,0,0,5,5,1,6.274356468,7.88379438,6.199172421
224014,224,5,0,0,7,3,1.142857143,5.783285781,7.72919593,5.703033312
224015,224,5,0,0,7,9,3.714285714,6.205530255,8.151440404,6.125277786
224016,224,0,0,0,2,3,2,6.585130066,7.278277246,6.654444784
224017,224,5,0,0,14,8,3.642857143,6.419273659,9.058330989,6.535306646
224018,224,4,0,0,6,3,1.666666667,5.807922341,7.599681811,5.728184423
224019,224,1,0,0,3,0,0,6.313090285,7.411702574,6.284215902
224020,224,5,0,0,7,9,2.428571429,6.196608185,8.142518334,6.116355715
224021,224,1,1,1,4,11,5.5,6.179463132,7.565757493,6.212087836
224022,224,6,1,1,12,9,3.833333333,5.948397377,8.433304027,5.996058846
224023,224,7,0,0,15,8,3,5.869159715,8.577209916,5.951216257
224024,224,0,1,1,5,10,4,7.306780973,8.916218885,7.467724764
224025,224,4,1,1,9,5,1,6.164375645,8.361600222,6.203494477
224026,224,1,0,0,4,0,0,5.453846099,6.840140461,5.486470804
225001,225,3,0,0,6,9,3,5.835124888,7.626884358,5.813471639
225002,225,4,2,1,11,8,2.818181818,5.888825246,8.286720518,5.978266097
225003,225,9,1,1,17,10,4.176470588,5.849605333,8.682818677,5.921571036
225004,225,3,0,0,6,5,2.833333333,5.874791172,7.666550641,5.853137923
225005,225,0,0,0,1,10,10,6.878011133,6.878011133,6.878011133
225006,225,4,0,0,9,8,2.555555556,5.635163505,7.832388082,5.674282337
225007,225,1,0,0,5,9,5.2,5.791673956,7.401111868,5.866838585
225008,225,6,0,0,8,6,2.125,5.704763682,7.784205224,5.626099478
225009,225,3,0,0,8,4,1.25,5.018872827,7.098314369,5.07215175
225010,225,2,1,1,5,8,2,6.122155983,7.731593895,6.119010373
225011,225,0,1,1,4,8,3.5,6.106747896,7.493042257,6.245377332
225012,225,4,0,0,7,8,3.857142857,5.785806557,7.731716706,5.754214586
225013,225,0,0,0,4,10,6.25,6.865414828,8.251709189,7.004044264
225014,225,3,0,0,6,4,2.5,5.807418139,7.599177608,5.78576489
225015,225,3,0,0,5,6,2.6,6.491631409,8.101069322,6.416447363
225016,225,1,1,1,4,4,2,5.756391589,7.14268595,5.789016293
225017,225,2,0,0,7,10,5.142857143,5.810344141,7.75625429,5.884756902
225018,225,0,0,0,7,10,5.857142857,6.008522519,7.954432669,6.203113534
225019,225,5,2,1,18,7,2.111111111,5.247383977,8.137755735,5.419373337
225020,225,5,0,0,9,6,1.555555556,5.133863186,7.331087764,5.132975432
225021,225,2,0,0,7,7,4.428571429,5.370946661,7.31685681,5.445359422
226008,226,5,0,0,11,5,1.363636364,5.244945725,7.642840998,5.300420281
226014,226,2,0,0,6,6,3.833333333,6.160951404,7.952710874,6.201391739
226020,226,7,1,1,15,12,5.733333333,6.483251821,9.191302022,6.565308363
226024,226,1,1,1,4,9,5,6.811271353,8.197565714,6.843896057
226025,226,4,1,1,13,10,5.692307692,4.987176403,7.552125761,5.11488058
226030,226,4,0,0,10,11,5.3,5.582344219,7.884929312,5.648513327
226031,226,4,0,0,6,10,3.5,6.540556367,8.332315836,6.460818449
226043,226,3,3,2,8,9,2.75,6.032109684,8.111551225,6.085388607
226048,226,5,0,0,9,4,1.555555556,6.438665871,8.635890449,6.437778117
226054,226,3,0,0,7,6,3.571428571,6.527264701,8.47317485,6.547115303
226060,226,8,0,0,17,8,2.705882353,5.370362296,8.20357564,5.463505446
226062,226,4,1,1,9,10,3.666666667,5.841345338,8.038569916,5.88046417
226063,226,4,0,0,6,6,2.5,6.554380854,8.346140324,6.474642936
226066,226,19,1,1,31,8,2.290322581,5.366152488,8.800139692,5.468967915
226077,226,2,0,0,9,10,5,6.088679656,8.285904233,6.213577649
226083,226,6,0,0,14,10,5.285714286,6.391199015,9.030256345,6.480364335
226089,226,3,0,0,7,10,5.714285714,6.600079609,8.545989758,6.619930211
227001,227,8,0,0,16,9,2.875,5.496473132,8.269061854,5.572902808
227002,227,8,1,0,18,6,1.111111111,5.293092371,8.183464129,5.401525921
227003,227,4,2,2,12,10,2.166666667,5.212265388,7.697172037,5.322020441
227004,227,5,1,1,15,10,3.6,6.304531618,9.012581819,6.436601026
227005,227,4,1,1,10,8,3.3,5.983696812,8.286281905,6.04986592
227006,227,8,0,0,16,6,1.5625,6.132696501,8.905285223,6.209126177
227007,227,14,1,0,20,2,0.45,4.713527921,7.709260194,4.743007015
227008,227,2,1,0,10,2,0.5,5.224620062,7.527205155,5.36909941
227009,227,2,1,0,8,5,1.875,5.634623526,7.714065068,5.736562948
227010,227,0,1,0,3,0,0,6.671493293,7.770105581,6.781354521
227011,227,5,0,0,7,4,1.571428571,5.423858807,7.369768956,5.343606337
227012,227,4,1,1,9,2,1,5.351152092,7.54837667,5.390270924
227013,227,5,0,0,13,6,2.307692308,5.099338781,7.664288138,5.197532116
227014,227,3,1,1,7,6,0.857142857,5.365541958,7.311452107,5.38539256
227015,227,1,1,0,8,3,1,6.011506048,8.090947589,6.164888042
227016,227,4,0,0,7,6,1.428571429,6.706224264,8.652134413,6.674632293
227017,227,2,1,0,5,3,1.2,5.729082132,7.338520044,5.725936522
227018,227,6,0,0,9,6,1.555555556,6.621825582,8.819050159,6.582634174
227019,227,4,0,0,8,5,1.875,5.938205972,8.017647514,5.94532093
227020,227,4,2,1,13,9,4,6.133268645,8.698218003,6.260972822
227021,227,6,1,1,14,10,4.142857143,6.502973308,9.142030637,6.592138628
228001,228,2,2,1,6,10,5.166666667,6.039480074,7.831239544,6.079920409
228002,228,1,0,0,4,8,5.5,6.645387715,8.031682076,6.678012419
228003,228,1,1,1,4,1,0.25,6.098714478,7.485008839,6.131339182
228004,228,0,0,0,3,4,1.333333333,6.813271097,7.911883386,6.923132326
228005,228,5,0,0,10,10,4.5,5.878429874,8.181014967,5.907859187
228006,228,5,0,0,9,10,4.555555556,6.033616543,8.23084112,6.032728788
228007,228,7,1,1,19,10,4.789473684,4.858699775,7.803138754,5.000974976
228008,228,1,1,1,7,11,6.571428571,5.839752484,7.785662633,5.972249915
228009,228,2,0,0,5,2,0.6,4.465321165,6.074759077,4.462175555
228010,228,4,0,0,6,5,1.333333333,6.390588566,8.182348036,6.310850648
228011,228,1,0,0,6,10,7.666666667,6.682405079,8.474164548,6.789542589
228012,228,1,1,1,6,7,3,6.156576615,7.948336085,6.263714126
228013,228,4,0,0,6,5,2.333333333,5.971297084,7.763056554,5.891559166
228014,228,7,0,0,11,10,3.636363636,5.627182757,8.02507803,5.618344245
228015,228,8,1,1,12,4,1.166666667,5.918713256,8.403619906,5.908290056
228016,228,3,0,0,7,8,3.857142857,5.808830188,7.754740337,5.828680789
228017,228,0,0,0,2,1,0.5,6.269001709,6.96214889,6.338316428
228018,228,8,0,0,14,8,2.428571429,5.038417963,7.677475292,5.07614071
228019,228,2,0,0,4,10,5.75,6.116426458,7.502720819,6.054226698
228020,228,4,1,1,10,10,4,6.352384045,8.654969138,6.418553154
229001,229,7,1,1,15,10,3.666666667,5.604186416,8.312236617,5.686242958
229002,229,5,1,1,17,10,4.823529412,5.376358399,8.209571743,5.536198724
229003,229,7,1,1,12,10,4.333333333,6.811883631,9.296790281,6.830034259
229004,229,8,1,1,13,10,2.923076923,5.8680349,8.432984258,5.883092248
229005,229,4,0,0,8,7,4,5.994183981,8.073625522,6.001298939
229006,229,6,1,1,11,10,3.909090909,5.944655155,8.342550427,5.967398831
229007,229,7,1,0,12,10,3.083333333,5.726357859,8.211264509,5.744508488
229008,229,2,2,1,8,10,5.125,6.179344218,8.25878576,6.28128364
229009,229,2,1,1,5,10,4.6,5.775556779,7.384994692,5.77241117
229010,229,5,1,1,12,10,5,5.45094418,7.935850829,5.529117045
229011,229,2,0,0,8,1,0.5,6.188006852,8.267448394,6.289946274
229012,229,3,0,0,7,10,6.142857143,6.452709833,8.398619982,6.472560434
229013,229,7,0,0,18,8,1.444444444,5.93498603,8.825357787,6.064110146
229014,229,10,1,1,18,5,1.166666667,5.991133361,8.881505119,6.059560325
229015,229,5,0,0,11,7,2.545454545,5.533775069,7.931670341,5.589249624
229016,229,2,0,0,7,6,3.857142857,6.138528245,8.084438394,6.212941006
229017,229,7,0,0,14,10,3.642857143,5.516628625,8.155685955,5.579705162
229018,229,5,0,0,7,3,0.857142857,5.682550782,7.628460931,5.602298312
229019,229,4,1,1,13,6,1.307692308,5.29634014,7.861289498,5.424044317
230001,230,3,0,0,5,10,5.4,6.72285378,8.332291693,6.647669734
230002,230,2,0,0,7,10,5.428571429,5.698318019,7.644228168,5.772730781
230003,230,4,0,0,12,8,3.416666667,5.438530587,7.923437236,5.54828564
230004,230,2,1,1,4,7,2.5,6.438147501,7.824441862,6.375947741
230005,230,5,1,1,8,8,3.25,5.684056598,7.763498139,5.647260408
230006,230,2,0,0,6,5,3.333333333,5.609013334,7.400772803,5.649453669
230007,230,3,2,1,12,8,3.416666667,5.825060606,8.309967256,5.967546539
230008,230,0,1,1,6,10,6,5.899410115,7.691169584,6.078586062
230009,230,3,0,0,6,9,4,5.960892729,7.752652199,5.93923948
230010,230,5,0,0,12,9,2.583333333,5.190223203,7.675129853,5.268396068
230011,230,9,0,0,12,4,0.833333333,5.590087298,8.074993948,5.551969605
230012,230,3,0,0,5,3,1.6,5.755956168,7.36539408,5.680772121
230013,230,2,0,0,5,2,0.6,5.84896384,7.458401752,5.84581823
230014,230,1,0,0,6,8,4.666666667,6.125756829,7.917516298,6.232894339
230015,230,1,0,0,3,8,5,6.203364184,7.301976473,6.174489801
231001,231,8,0,0,13,5,1.615384615,5.464493467,8.029442825,5.479550815
231002,231,1,0,0,5,8,3.6,6.177597178,7.78703509,6.252761807
231003,231,1,0,0,9,10,2.888888889,6.195776075,8.393000652,6.366838033
231004,231,2,1,0,9,11,6.111111111,6.065350361,8.262574939,6.190248355
231005,231,2,0,0,9,10,5.333333333,5.745248259,7.942472836,5.870146253
231006,231,7,1,1,18,10,3.666666667,5.590508496,8.480880254,5.719632612
231007,231,3,0,0,5,5,2.6,6.294677629,7.904115541,6.219493582
231008,231,0,0,0,2,3,3,7.00018913,7.69333631,7.069503848
231009,231,8,0,0,16,6,1.8125,5.476493179,8.249081902,5.552922855
231010,231,9,0,0,18,10,3.611111111,5.44779247,8.338164228,5.53600045
231011,231,2,0,0,7,4,2.285714286,6.108979769,8.054889918,6.183392531
231012,231,1,1,0,4,7,3.75,5.864881529,7.25117589,5.897506233
231013,231,1,2,1,5,11,6.8,6.500495406,8.109933318,6.575660035
231014,231,2,0,0,6,7,2.5,5.8702935,7.662052969,5.910733835
231015,231,5,0,0,14,8,1.5,5.481878731,8.120936061,5.597911718
231016,231,4,2,1,16,6,3.1875,5.654241372,8.426830094,5.825495512
231017,231,1,0,0,5,2,0.8,6.611130171,8.220568084,6.686294801
231018,231,4,1,1,10,7,3.4,5.837682287,8.14026738,5.903851395
232001,232,5,0,0,9,8,3.777777778,6.707305739,8.904530316,6.706417985
232002,232,1,1,1,6,10,6.5,6.350816405,8.142575875,6.457953915
232003,232,0,2,1,10,10,5.8,5.630917981,7.933503074,5.86117649
232004,232,2,2,1,10,10,6.1,6.73972619,9.042311283,6.884205538
232005,232,0,1,0,12,10,5.416666667,6.085629158,8.570535808,6.334119823
232006,232,4,0,0,11,9,4.181818182,5.924987834,8.322883107,6.014428686
232007,232,4,0,0,11,8,3.636363636,5.93388873,8.331784003,6.023329581
232008,232,0,0,0,10,10,5.8,6.266366392,8.568951485,6.496624901
232009,232,4,0,0,10,9,3.1,5.749923658,8.052508751,5.816092766
232010,232,1,0,0,7,10,6.142857143,5.599665228,7.545575377,5.732162659
232011,232,3,2,2,13,9,3.923076923,4.978498228,7.543447586,5.136713801
232012,232,1,0,0,9,7,2.666666667,5.450567715,7.647792293,5.621629674
232013,232,0,0,0,8,10,7.75,6.445726492,8.525168034,6.653670646
232014,232,1,0,0,9,10,7.555555556,6.005135853,8.20236043,6.176197811
232015,232,4,0,0,9,8,4,6.097705131,8.294929709,6.136823963
232016,232,7,1,1,14,5,2.285714286,5.5154763,8.15453363,5.578552837
232017,232,4,1,0,11,11,5.636363636,6.319970868,8.717866141,6.409411719
232018,232,0,1,1,2,10,6,7.213263868,7.906411049,7.282578586
232019,232,5,1,1,10,11,4.8,6.089305483,8.391890576,6.118734796
232020,232,5,0,0,13,10,5.846153846,6.694768076,9.259717434,6.792961412
233001,233,8,1,1,13,6,2.846153846,5.786371622,8.351320979,5.80142897
233002,233,3,0,0,6,5,2.166666667,6.072517598,7.864277067,6.050864348
233003,233,2,1,1,8,7,2.75,6.400821505,8.480263047,6.502760927
233004,233,2,0,0,6,4,1.833333333,6.175865412,7.967624881,6.216305747
233005,233,2,0,0,4,5,2.5,6.366476854,7.752771215,6.304277094
233006,233,4,0,0,11,6,2.727272727,4.866966816,7.264862089,4.956407667
233007,233,4,2,1,9,7,2.333333333,5.793570025,7.990794603,5.832688857
233008,233,2,0,0,7,8,3.285714286,6.271907082,8.217817231,6.346319843
233009,233,4,0,0,5,5,1.4,6.429061245,8.038499157,6.287180023
233010,233,6,0,0,8,2,0.625,6.425644243,8.505085784,6.346980039
233011,233,3,0,0,6,8,2.5,5.453527132,7.245286602,5.431873883
233012,233,8,1,1,16,8,2.875,5.778592691,8.551181414,5.855022367
233013,233,6,0,0,9,7,1.555555556,5.536741685,7.733966263,5.497550278
233014,233,2,0,0,8,9,4.375,5.973150511,8.052592052,6.075089933
233015,233,4,2,1,11,10,3,5.866222393,8.264117666,5.955663244
233016,233,4,0,0,7,5,1.571428571,5.93070085,7.876610999,5.89910888
233017,233,0,0,0,7,4,3.142857143,5.523891243,7.469801392,5.718482258
233018,233,4,0,0,7,7,2,5.92552722,7.871437369,5.893935249
233019,233,5,1,1,8,3,0.875,4.698107131,6.777548672,4.661310941
233020,233,5,0,0,7,4,1.142857143,5.598911291,7.54482144,5.518658821
233021,233,6,0,0,10,6,1.8,5.064439167,7.36702426,5.058569838
233022,233,3,0,0,8,7,2.125,5.618878699,7.69832024,5.672157622
233023,233,6,2,1,13,1,0.384615385,5.555674904,8.120624261,5.625294411
233024,233,2,0,0,4,8,3.75,5.867549316,7.253843677,5.805349556
233025,233,9,0,0,18,7,2.222222222,5.074755562,7.96512732,5.162963542
233026,233,6,0,0,10,6,2,5.529013467,7.83159856,5.523144138
233027,233,5,1,1,7,9,3.285714286,5.827509174,7.773419323,5.747256704
234004,234,1,1,1,6,7,3.5,5.56684495,7.35860442,5.67398246
234009,234,2,1,1,5,8,4.4,7.23191015,8.841348063,7.22876454
234010,234,6,0,0,8,11,4,6.762874844,8.842316386,6.684210641
234017,234,0,2,1,2,4,3,6.635890096,7.329037276,6.705204814
234023,234,2,0,0,7,10,5.714285714,5.625678259,7.571588408,5.70009102
234030,234,6,1,1,17,8,2.352941176,5.628929669,8.462143013,5.765983967
234032,234,6,1,1,9,10,3.222222222,6.222994901,8.420219478,6.183803494
234036,234,9,1,1,19,10,3.684210526,5.661479665,8.605918644,5.764618265
234042,234,3,1,1,11,10,4.909090909,5.646343995,8.044239268,5.771083488
234049,234,4,0,0,6,7,2,5.770094209,7.561853678,5.690356291
234055,234,4,0,0,6,8,2.666666667,6.678333079,8.470092548,6.59859516
